company_names,company_reviews,Reviews,Salaries,Interviews,jobs,Benefits,photos
Monotype,3.4,138 ,929,28,6,13,--
MosChip Technologies,3.8,283 ,1.1k,36,29,30,110
Alivus Life Sciences,3.8,749 ,4.1k,41,10,42,--
Clearwater Analytics,2.7,153 ,1.1k,25,--,8,--
Kundan Group,3.2,181 ,626,17,2,1,1
7SearchPPC,4.8,132 ,5,1,--,4,10
Cube Construction Engineering,2.9,111 ,491,10,4,11,--
Eldeco Infrastructure & Properties,4.2,137 ,547,3,3,11,--
Eaton Power Quality,4.1,245 ,1.2k,10,--,22,--
Indorama,4.0,641 ,2.2k,41,4,36,2
Brandix India Apparel City,3.9,172 ,559,9,2,23,4
Deshpande Foundation,3.9,165 ,548,9,4,11,1
Senrysa Technologies,4.7,111 ,313,10,--,15,--
Crescon Projects & Services,3.7,176 ,687,14,5,9,--
Equentis Wealth Advisory Services,3.0,143 ,617,25,29,8,8
GUS Education India,3.1,516 ,2.1k,50,12,17,237
Gokaldas Exports,3.8,438 ,1.6k,37,17,21,--
Deepak Fasteners,3.7,108 ,479,4,--,11,--
Rana Sugars,3.8,107 ,451,6,--,12,--
Internship Studio,4.1,114 ,67,7,--,2,--
Dr. Rela Institute & Medical Centre,4.2,125 ,623,7,6,9,--
Klizo Solutions,4.5,111 ,129,28,5,13,--
Ben Franklin Opticians,3.6,485 ,1.2k,27,--,37,3
OmniActive Health Technologies,3.4,261 ,1.2k,18,14,24,--
Centillion Networks,3.7,254 ,1.5k,35,--,5,5
Doctors for you,3.8,139 ,436,9,34,12,--
Singer India,4.0,170 ,564,4,--,19,--
Philip Morris International,4.1,189 ,693,14,--,17,--
National Insurance Company,4.5,232 ,563,5,--,22,--
Apache Footwear,3.6,193 ,655,18,--,19,2
Indiafilings,4.2,484 ,1k,141,7,6,--
Bsr Infratech India,3.8,203 ,862,16,--,16,1
Topre India,4.2,157 ,637,13,--,10,--
Trawex Technologies,4.5,172 ,136,20,4,10,--
Pon Pure Chemical,3.5,407 ,1.4k,23,15,31,--
Hatch Associates India,3.9,112 ,579,12,--,7,2
Govind Milk & Milk Products,4.3,158 ,557,5,1,7,--
SrinSoft Technologies,3.4,180 ,1.1k,17,46,15,--
Duroflex,4.0,343 ,1.6k,26,15,22,2
Majesco,2.9,436 ,3.2k,33,10,48,--
TRINAMIX,4.5,485 ,899,60,34,88,47
Flender,3.7,188 ,1k,15,3,11,--
Ecolab Digital Center,3.4,179 ,1.5k,24,--,8,--
20 Microns,4.0,125 ,507,6,31,13,--
Market Research Future Reports,3.5,143 ,398,9,--,14,--
Vitesco Technologies,4.4,279 ,1.7k,26,--,32,2
Salasar Techno Engineering,4.1,181 ,881,17,--,10,1
Input Zero Technologies,3.7,111 ,544,8,12,5,--
Ivanti,3.8,107 ,1.2k,21,21,8,--
BuildAHome,4.5,258 ,339,82,2,49,2
Nyati Group,4.1,380 ,1.4k,37,1,25,4
Air Liquide,3.7,380 ,1.6k,30,6,33,1
Ghaziabad Precision Products,3.6,125 ,525,7,--,4,--
Binary Semantics,3.5,255 ,1.4k,22,27,22,--
Edward Food Research and Analysis Centre,3.7,247 ,626,35,2,12,28
Ludhiana Beverages,4.0,193 ,760,11,--,17,--
Source One Management Services,3.6,181 ,764,23,--,11,2
Hyundai Engineering and Construction,4.4,363 ,531,24,--,43,1
Umang Dairies,3.8,170 ,506,16,--,8,--
Cococart Ventures,3.5,124 ,297,9,8,3,2
Maiva Pharma,3.8,136 ,705,10,--,4,--
Palsons Derma,3.2,114 ,317,10,2,9,--
Indian Coast Guard,3.9,164 ,473,7,--,22,--
BG Distributors,3.6,168 ,371,7,--,11,--
MS Education Academy,3.7,112 ,418,6,--,8,--
Rosmerta Safety Systems,3.3,166 ,716,12,3,--,--
Data-Core Systems,3.0,350 ,1.1k,22,5,37,--
Maharashtra Rail Infrastructure Development Corporation,3.8,118 ,601,15,--,5,--
Profinch Solutions,3.5,185 ,1.4k,21,20,9,--
Tolaram Group,4.2,115 ,253,6,--,7,--
Hyderabad Metro Rail,4.0,176 ,514,11,--,22,--
Uk Realty,3.8,123 ,290,23,6,2,--
Primary Health Centre,4.2,197 ,755,8,--,10,2
Destek Infosolutions,4.1,195 ,212,10,--,46,34
Being human,4.2,145 ,463,9,--,9,--
Extentia Information Technology,3.4,194 ,1.4k,16,--,12,--
Siec Education,2.8,127 ,384,11,--,1,--
Recipharm Pharmaservices,3.8,338 ,1.6k,9,--,32,1
Pan Seeds,3.7,124 ,361,14,3,12,1
Cummins Generator Technologies,4.1,207 ,731,12,--,22,4
Everest Spices,3.7,369 ,1.1k,17,4,20,--
Honeywell Aerospace,3.5,108 ,745,10,--,3,--
Performics,3.7,121 ,833,10,--,8,--
Kalyani Technoforge,3.8,486 ,1.9k,21,7,39,--
Ayushman Hospital & Health Services,3.8,114 ,492,4,9,4,--
SP Apparels,3.9,149 ,587,4,--,11,--
Titan Laboratories,3.4,291 ,1k,8,30,50,--
Ubique Systems,3.8,182 ,687,28,2,6,--
Cex Webuy Entertainment,3.4,181 ,1.1k,22,9,25,--
Dr. Ram Manohar Lohia Hospital,4.3,153 ,391,6,--,16,--
ION Group,2.8,221 ,1.6k,113,45,6,--
Bonito Designs,3.3,212 ,1.2k,29,4,11,20
SSK Group,3.5,169 ,497,5,--,11,--
Star Agriwarehousing and Collateral Management,3.6,112 ,393,2,--,15,--
Europa Locks,3.6,366 ,1.7k,25,18,20,--
Lumina Datamatics,3.2,949 ,4.5k,63,69,50,3
SAIL Bokaro Steel Plant,4.1,121 ,385,17,--,6,--
Forvia,3.4,221 ,1.2k,24,--,3,--
SunMax Auto Engineering,3.5,224 ,641,11,3,21,--
Fedora Solutions,3.3,145 ,609,13,--,11,--
Chemie Tech,3.5,139 ,526,5,--,19,--
Shiprocket Private Limited,3.4,399 ,2.7k,58,46,17,14
NHPC,4.1,177 ,480,12,--,24,3
Dr. Amin Controllers,3.8,150 ,494,10,--,11,--
Fiat India Automobiles,3.6,638 ,2.3k,44,2,58,--
Silver Touch Technologies,3.1,409 ,2.5k,32,13,9,--
Pearl Organisation,3.2,114 ,269,28,10,36,--
SRM Technologies Pvt.Ltd,3.6,227 ,2.1k,32,1,23,31
Ind Synergy,3.9,127 ,497,6,--,8,--
GadgEon,4.0,121 ,1.3k,12,6,1,--
Natco Pharma,4.0,957 ,3.4k,53,2,86,2
Cotecna Inspection India,3.6,209 ,780,9,5,12,1
TrueBlue,3.6,369 ,2.2k,29,2,20,--
Agarwal Packers and Movers Limited,3.4,365 ,1.6k,18,25,17,--
Woodenstreet.com,3.5,344 ,1.5k,27,10,15,5
Crif High Mark Credit Information Services,2.7,134 ,1.1k,14,--,10,--
Micro Plastics Private Limited,3.6,304 ,1.3k,33,3,31,11
Gulshan Polyols,3.4,155 ,612,13,--,13,--
Nimap Infotech,3.4,120 ,575,33,--,13,10
SCOPE T&M,3.5,114 ,529,12,6,14,--
Krsnaa Diagnostics,3.6,640 ,1.6k,46,11,31,9
First Solar,3.9,144 ,637,13,4,4,--
Prabhat Dairy,3.7,241 ,852,7,--,26,--
Omax Autos,3.7,316 ,977,12,--,38,2
Sami-Sabinsa Group,3.0,226 ,1.1k,20,12,20,3
McNally Bharat Engineering,3.9,472 ,1.4k,13,1,57,--
Rheinmetall Automotive,4.0,292 ,1.2k,25,1,34,1
Unify Technologies,3.0,172 ,1.2k,26,39,19,--
Pramati Technologies,4.4,144 ,1.2k,9,--,23,--
Luxor Writing Instruments,3.4,315 ,1.1k,13,1,25,--
IMARC Group,3.2,109 ,384,17,--,1,--
Eagleview,3.4,153 ,949,22,20,17,14
Fabtech Projects & Engineers,3.8,183 ,788,16,3,10,--
Rolta India,3.0,220 ,880,2,--,16,--
LAKME ACADEMY,3.2,137 ,667,19,--,3,2
Health India Tpa Services,3.2,349 ,1.4k,25,13,28,--
Barbrik Project Limited (PRA Group),3.6,151 ,535,12,14,10,1
Shubhalakshmi Polyesters,3.7,154 ,729,4,--,27,--
IMS Learning Resources,3.7,134 ,713,11,6,5,--
Eidiko Systems Integrators,3.5,120 ,778,19,3,7,--
Credera,3.3,242 ,1.8k,41,9,18,7
Haqdarshak Empowerment Solutions,3.8,139 ,368,15,3,8,--
Devgiri Forgings,3.6,129 ,363,5,--,7,--
Sahayog Multistate Credit Co-operative Society,3.6,274 ,744,14,--,8,1
Aza Fashions,3.7,121 ,647,24,1,2,3
Alteus Biogenics,2.6,140 ,428,12,--,6,--
InvestoXpert,4.4,247 ,418,130,5,9,36
Times Group,3.7,633 ,4.8k,33,14,74,2
Thirumalai Chemicals,3.9,283 ,1.3k,21,4,17,11
United Alliance Technology,4.9,245 ,27,5,--,90,--
CodeClouds,4.0,437 ,1.2k,55,39,124,15
Vertafore,3.8,191 ,1.7k,24,2,17,16
HMSHost,3.7,224 ,591,12,--,21,--
Sanjeev Auto Parts Manufacturers,4.0,238 ,734,16,--,28,--
Infinity Data Technologies,3.5,169 ,1.2k,2,8,11,--
KMC HOSPITAL,4.1,119 ,368,6,--,10,--
Vestian Global Workplace Services,3.3,177 ,796,6,5,9,9
LawSikho,4.0,184 ,370,28,3,1,--
Tata CLiQ,3.0,211 ,1.4k,15,1,27,--
Kalburgi Cement,3.4,156 ,528,5,--,13,--
PGIMER,4.3,143 ,487,3,--,6,--
Orient Fashions,3.8,115 ,411,3,--,13,--
Terminal Technologies (i),4.1,115 ,488,8,--,8,--
Orcapod Consulting Services,3.1,477 ,1.9k,32,1,17,--
Arabian Fal,2.9,151 ,286,4,--,4,--
Coffee Day,3.2,222 ,1k,22,--,27,1
SYNCHRONIZED SUPPLY SYSTEMS,3.9,177 ,618,10,--,19,10
Varsity Education Management,3.7,162 ,1k,10,4,7,--
Highly Electrical Appliances India,3.6,112 ,606,3,--,12,1
Rotork Controls,3.3,141 ,699,14,15,12,--
Anand Rathi: Online Stock Trading & Advisory,3.5,271 ,1.9k,25,137,28,--
Sanghvi Movers,4.3,217 ,634,34,13,13,11
Parekh Group,3.7,112 ,603,6,6,6,--
Mitsuba Sical,3.9,272 ,898,19,--,31,--
iVenus,4.2,238 ,376,41,17,4,2
Nuance Transcription Services,4.1,192 ,536,1,--,22,--
Paradise Food Court,3.8,225 ,830,22,13,29,--
Ajmal Perfumes,3.9,161 ,463,16,7,6,--
Orix Auto Infrastructure Services,4.1,302 ,952,15,--,26,--
MotivityLabs,3.0,122 ,1k,14,42,1,5
Bilt,4.2,117 ,481,9,1,15,--
GD Goenka University,3.5,171 ,758,13,19,15,15
Solulab inc,3.1,134 ,284,8,4,27,--
Southern Petrochemical Industries Corporation,3.6,280 ,1.5k,23,--,31,--
Wealth Clinic,3.2,113 ,408,10,17,7,--
Storia Foods,3.9,118 ,450,11,--,7,--
Onkar Infotech,3.7,237 ,700,10,4,57,--
Niwas Housing Finance,4.0,232 ,626,10,6,3,--
3M,4.0,625 ,3.2k,40,101,63,--
Helm360,3.7,117 ,571,15,--,1,--
Wings Biotech,3.1,197 ,483,9,4,30,--
Nirmal Industrial Controls,3.7,142 ,754,17,51,10,--
MindSquare Technologies,4.4,128 ,488,6,--,32,--
Xitadel CAE Technologies,3.7,110 ,432,12,3,19,--
Kepler Healthcare,3.4,168 ,381,9,--,6,--
Hindustan Foods,3.6,381 ,1.7k,31,3,22,1
First Citizens India,3.9,200 ,1.6k,20,59,21,11
Vision Rx Lab,3.9,272 ,928,13,--,18,1
Stats Perform,3.5,188 ,959,21,12,1,--
Pricol,3.9,945 ,4.2k,53,10,90,15
Inshorts,3.6,156 ,643,16,1,11,12
Pharmarack Technologies,3.5,365 ,1.7k,30,--,25,--
Loyal Textile Mills,3.5,140 ,682,12,2,11,--
NaviSite,3.9,170 ,1.4k,19,--,9,--
Avon Cycles,4.0,139 ,498,18,9,10,--
Stonex,3.9,168 ,1.1k,30,7,16,3
Uneecops Technologies,3.6,351 ,2k,22,4,32,3
Lumino Industries,3.8,350 ,1k,22,3,12,--
AstraGen,3.7,126 ,342,17,--,8,--
CPM India Sales & Marketing,4.1,293 ,983,13,18,29,--
Zee Laboratories,3.0,281 ,853,31,12,19,1
NSK,3.8,165 ,1.4k,10,--,25,--
International Crops Research Institute for the Semi-arid Tropics,3.7,135 ,409,4,5,17,1
Growel Softech,2.6,126 ,675,5,--,3,--
Chromewell Engineering,3.6,162 ,701,8,9,6,--
First Flight Couriers,4.4,297 ,488,8,32,30,--
Anand Mando E-Mobility,3.8,113 ,275,7,--,3,--
ARKA Fincap,3.6,112 ,571,6,3,1,--
Capri Global Housing Finance,3.4,350 ,1.2k,22,--,8,1
KNR Constructions,4.1,214 ,760,8,--,20,--
CoinDCX,3.9,145 ,1.2k,33,38,11,14
Hitachi Astemo Rajasthan Brake Systems,4.3,277 ,857,25,--,16,--
Themis Medicare,3.7,302 ,1.1k,14,5,14,--
Mangal Industries,3.8,178 ,732,9,--,11,--
Aurigene Oncology Limited,4.1,295 ,1.1k,16,4,26,5
Cordova Publication,3.5,250 ,539,5,1,30,--
Naari Pharma,2.9,153 ,650,6,--,16,--
FirstMeridian Business Services,3.7,123 ,774,5,--,1,1
KC Overseas Education,3.6,195 ,967,16,10,4,27
Huntsman International,4.2,243 ,1k,11,13,42,--
House of EdTech,4.2,368 ,167,74,21,1,--
Takenaka,4.1,149 ,553,12,--,27,--
FutureSoft India,3.6,167 ,583,16,40,2,35
Mythri Infrastructure and Mining,3.4,162 ,542,6,--,5,--
Cult.fit,3.6,970 ,4k,80,161,77,10
Aditya Infotech,4.3,240 ,1k,12,6,20,--
Rosmerta Technologies,3.4,374 ,1.7k,31,2,14,3
Furlenco,3.3,210 ,1.2k,22,9,22,46
Innoplexus,4.0,222 ,604,10,5,4,--
Richfeel Health & Beauty,2.8,251 ,601,5,--,27,--
Automotive Axles,3.9,282 ,945,6,--,20,--
Weddingz.in,3.1,251 ,947,17,--,27,--
KEM Hospital,3.6,143 ,528,8,28,13,--
Lyka Labs,3.7,112 ,486,9,1,5,--
Distacart,4.7,134 ,85,31,30,2,--
Cleartrip,3.4,210 ,1.2k,24,22,19,7
Indus Net Technologies,3.1,405 ,2k,35,--,20,--
FLSmidth,3.5,927 ,4.1k,45,15,109,4
Enpro Industries,4.3,258 ,1k,25,15,8,5
Thinksynq Solutions,3.8,174 ,656,22,2,12,3
Precision Group,3.5,219 ,1.5k,11,--,3,--
Vishnu Chemicals,4.0,208 ,840,20,16,18,--
Wipro GE Health Care,4.0,355 ,1.6k,17,--,50,--
Bar Code India,3.5,125 ,782,10,14,9,13
Mindlance,3.7,376 ,1.5k,25,--,30,--
Aranca,3.4,161 ,1.1k,14,36,22,--
J Mitra And Co,3.8,188 ,513,18,12,12,2
Bharat Wire Ropes,3.6,296 ,1.3k,42,--,13,--
Hurix Systems,3.6,181 ,922,18,57,20,--
Arcesium,3.4,369 ,3.5k,89,13,52,--
Primetals Technologies,4.1,139 ,726,11,--,12,--
Institute of Chemical Technology,4.0,133 ,550,4,--,12,--
Besmak Components,3.9,133 ,638,8,5,9,--
Executive Ship Management,3.9,149 ,600,13,5,11,--
K R Mangalam University,4.4,254 ,432,46,19,6,1
Alpha Corp,4.5,143 ,563,21,--,12,--
Pizza Hut,4.0,965 ,2k,48,--,82,19
Aeon Credit Service,3.4,187 ,611,12,--,8,--
ESSPL,4.0,139 ,806,5,--,17,--
Pepe Jeans,4.2,290 ,892,10,--,37,--
GMR Hyderabad International Airport,4.0,380 ,1.3k,20,--,49,--
Spardha School of Music,4.4,126 ,79,32,--,1,--
Packt Publishing,3.0,129 ,708,15,--,25,--
Ray Engineering,4.1,167 ,538,4,--,11,1
Franco-Indian Pharmaceuticals,3.2,240 ,679,9,2,19,--
Fourth Dimension Technologies,3.5,123 ,862,13,11,7,--
TFG Vacations,4.4,108 ,52,--,--,22,--
Innova Captab,4.1,233 ,779,9,--,13,1
Actalent Services,3.6,353 ,1.6k,24,--,2,20
Jyote Motors,3.8,157 ,483,9,--,7,2
Man Industries,3.6,215 ,1k,14,2,17,--
Nidec Corporation,3.6,406 ,1.6k,26,1,37,--
Galaxy Surfactants,3.8,505 ,1.9k,28,9,58,--
Peekay Steel Castings,4.0,159 ,652,7,--,9,--
Ksb Pumps,3.8,759 ,3.3k,55,101,42,8
KTL Automobile,3.9,244 ,1k,24,--,13,2
KW Group,4.0,123 ,517,12,--,4,1
Furukawa Minda Electric,4.2,331 ,957,7,--,30,2
Zuari Agro Chemicals,3.9,184 ,643,7,--,21,--
Som Autotech,4.0,243 ,912,16,--,16,--
Jagatjit Industries,3.7,176 ,590,6,5,14,6
Valenta AI Private Limited,4.4,215 ,605,31,33,15,41
Pyrotech Electronics,3.0,157 ,694,12,7,8,--
TC Global,3.6,158 ,491,9,4,26,1
Wittur Elevator Components,3.7,128 ,700,3,--,12,--
Mitel,3.7,131 ,1.1k,18,1,18,--
Swiss Garnier Life Sciences,3.5,160 ,704,16,--,18,--
Bekaert Industries,4.0,225 ,972,12,12,19,--
Meitra Hospital,4.5,304 ,359,15,1,8,2
MEDOPHARM,3.9,260 ,1.1k,15,2,24,--
Exponentia.ai,3.6,185 ,758,21,67,9,31
Welspun World,3.6,642 ,2.5k,58,110,81,1
SAGE Publications,3.2,150 ,638,13,1,25,--
Tata Docomo,4.2,107 ,254,7,--,6,--
Mahindra Integrated Business Solutions,3.4,655 ,2.5k,44,5,22,10
RSP Design Consultants,3.9,110 ,601,6,--,8,--
Chloride Metals,3.6,155 ,632,16,--,8,1
Tata Sikorsky Aerospace,3.7,244 ,1.2k,11,--,25,--
Lark Laboratories (I),2.9,109 ,328,8,--,7,--
Indo-Tibetan Border Police,4.6,129 ,265,2,--,11,3
S. M. Auto Engineering,3.4,377 ,1.4k,25,1,12,--
General Industrial Controls,3.6,176 ,1.1k,10,11,6,5
NPL BlueSky Automotive,3.7,110 ,443,15,--,4,--
LPS Bossard,3.5,107 ,483,9,--,3,--
Vivekananda Hospital,3.6,122 ,468,7,--,9,--
UNICEF,4.0,258 ,715,30,1,26,--
Beroe Inc,4.3,122 ,603,12,6,14,--
Triveni Almirah,3.5,160 ,354,20,12,15,--
Finorchem Limited,3.8,221 ,780,28,3,4,11
GD Goenka Public School,3.4,479 ,1.3k,45,53,47,--
Godrej Appliances,3.7,192 ,654,8,--,23,1
Venus Remedies,4.3,402 ,996,42,32,87,21
Philips Innovation Campus,3.7,626 ,4.4k,55,--,46,--
Samsung Semiconductor,3.2,184 ,1.5k,22,--,9,--
Computacenter,3.9,335 ,2.4k,43,15,22,5
Country Holidays Travel India,3.2,136 ,53,404,--,3,--
GOOD,4.4,108 ,241,60,--,11,--
Jivo Wellness,3.1,166 ,455,10,8,21,--
Square Bpo Services,3.3,209 ,757,13,9,5,7
Satyam Venture Engineering Services,3.4,363 ,2.4k,25,95,22,--
Jayabheri Automotives,3.8,123 ,376,4,12,8,--
Rimini Street,4.0,181 ,899,8,31,15,1
Novopor Advanced Science,4.2,170 ,816,10,8,5,--
Mando Automotive,4.0,944 ,4.3k,55,--,124,1
Smart Drive Systems,3.4,158 ,712,10,63,26,--
Acute Informatics,3.1,162 ,645,7,--,9,--
SAS,4.2,202 ,1.7k,21,51,18,--
Outbooks Outsourcing,3.7,141 ,529,18,5,11,--
Vipany Management Consulting,3.5,107 ,508,10,--,5,--
BizGurukul,4.1,142 ,351,20,--,10,--
Matix Fertilisers & Chemicals,3.6,213 ,984,23,--,15,--
Tata Asset Management Private Limited,3.7,193 ,940,12,10,13,--
Pitaara,4.2,334 ,418,15,--,--,--
Viswaat Chemicals,4.0,116 ,658,5,3,13,--
Infosys Consulting,3.3,434 ,3.9k,178,--,65,5
Seoyon E-HWA Summit,3.2,109 ,337,7,5,12,--
Shreya Life Sciences,4.1,291 ,615,11,--,19,--
3Pillar Global,3.1,157 ,1k,22,--,14,4
Artech,3.1,199 ,1.4k,13,--,8,--
Cedcoss Technologies,3.0,363 ,1.9k,51,15,27,--
Aachi Foods,4.1,224 ,892,27,2,24,4
Echelon Institute of Technology,4.3,144 ,148,41,--,1,2
Keltron,4.1,116 ,342,6,--,11,7
Kiran Motors,3.7,127 ,479,2,3,15,--
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,150 ,638,12,--,13,--
Repco Home Finance,3.6,376 ,1k,18,5,21,--
Pfizer Healthcare india pvt lit,3.9,285 ,1.3k,24,--,38,--
Toshiba Water Solutions,3.8,203 ,879,20,--,11,1
SKYMAP PHARMACEUTICALS,4.0,163 ,566,7,--,6,--
Flipkart Wholesale,3.8,417 ,1k,68,--,25,1
BVC Logistics,3.8,158 ,626,9,--,21,--
Wibmo,3.1,173 ,1.1k,7,--,10,--
Quikr,3.5,517 ,2.2k,33,9,57,8
D A V School,4.1,160 ,515,10,--,13,--
Kanakia Spaces,3.7,109 ,473,2,2,16,--
Lennox India Technology Centre,3.6,169 ,1k,26,57,18,11
Indecomm Global Services,3.9,515 ,2.6k,29,14,46,4
Crowe Horwath,3.6,150 ,1.1k,36,5,12,--
Fulcrum Worldwide Software,4.3,143 ,900,9,4,17,--
Chemspec Chemicals,3.5,126 ,644,7,2,12,1
The Chennai Silks,3.5,189 ,796,9,4,11,--
Defence Research & Development Organisation,4.5,939 ,3.8k,77,--,88,--
Bharuch Enviro Infrastructure,4.1,134 ,619,5,2,1,--
Aamby Valley City,3.8,111 ,322,3,9,22,--
Clove Technologies,3.6,108 ,521,1,4,5,--
DSM SOFT,3.0,180 ,791,12,--,13,--
Starworth Infrastructure Construction,3.7,176 ,736,12,7,7,--
MAMTA Health Institute for Mother and child,4.2,115 ,271,2,--,14,--
Naiknavare Developers,3.7,142 ,546,7,21,14,--
Ametek Instruments India,3.5,140 ,1.1k,10,49,9,1
Guru Amardass International,3.5,110 ,330,7,--,8,1
Informatica Business Solutions,3.8,224 ,2k,41,3,20,--
BrowserStack,3.4,136 ,1.8k,54,6,14,12
Weblink In,3.8,263 ,961,25,13,37,--
22Nd Century Technologies,4.9,110 ,43,--,--,1,--
Chargebee,3.7,126 ,1.3k,17,4,12,--
Impact Analytics,3.7,168 ,1.3k,67,20,6,--
Suroj Buildcon,4.1,616 ,1.6k,33,4,55,7
Isuzu Motors,4.1,726 ,2.9k,53,1,88,--
Shemaroo Entertainment,3.5,179 ,1k,9,7,14,--
Taal Tech India,3.9,298 ,1.5k,20,24,16,15
MPOnline,3.3,115 ,441,6,--,13,--
Aster Pharmacy,3.5,110 ,420,8,--,3,--
Manikaran Power Limited,3.3,172 ,712,24,3,12,--
Graygraph Technologies Private Limited,4.4,180 ,595,32,17,2,886
Impetus Technologies,3.3,620 ,6k,113,44,54,235
Hirotec,3.9,111 ,660,8,--,9,--
SAS,4.2,202 ,1.7k,21,53,18,--
IBCC Industries,4.0,111 ,388,12,--,5,2
Canvera,3.7,196 ,634,5,--,17,--
Autocal Solutions,3.9,110 ,381,4,5,9,--
Reliance Home Finance,4.5,227 ,480,2,--,27,--
Best Value Chem,3.8,164 ,845,10,--,10,--
INDIA TODAY GROUP,3.6,182 ,1.1k,12,--,20,--
Eye-Q Super Speciality Eye Hospitals,3.4,289 ,621,12,8,14,--
Universal Sompo General Insurance,4.4,750 ,2.1k,141,1,42,--
Metro Tyres,3.7,164 ,679,11,--,10,2
Sage IT,3.6,109 ,794,15,14,5,13
Jehangir Hospital,4.0,181 ,650,8,4,15,--
Allied Nippon,3.7,163 ,673,13,--,9,1
Uttam Strips,3.5,143 ,681,12,10,4,6
P&R Infraprojects,3.7,126 ,344,3,--,8,--
Paharpur 3P,4.1,124 ,506,10,2,10,--
Rubicon Research,3.6,355 ,1.8k,27,13,22,--
KEI Industries,4.3,924 ,3.2k,68,4,86,--
InsanelyGood,4.0,316 ,1.3k,20,--,39,--
Mutual Industries,3.1,132 ,565,8,--,16,--
ResearchAyu,4.3,143 ,33,17,--,1,--
Phreesia,2.4,124 ,526,11,--,--,--
Bizcrum Infotech,3.5,239 ,772,14,--,10,--
Bony Polymers,3.5,285 ,1.2k,15,1,22,--
Axtria,2.8,756 ,7.3k,134,146,75,126
Dalmia Bharat Group,3.9,494 ,2k,35,--,33,--
Verinite Technologies,4.1,158 ,605,8,20,12,36
MGNREGA,3.5,171 ,345,7,--,10,--
ReachLocal Services,3.5,261 ,1.1k,23,--,21,11
myGate,3.0,401 ,2.2k,31,4,22,4
99acres,3.7,259 ,1.2k,37,--,22,--
Maaden Phosphate Company,4.3,122 ,293,11,--,19,--
Rayden Interactive,2.7,157 ,741,22,--,9,2
EMB Global,4.4,149 ,420,16,--,2,3
Anri Solutions HR Services,4.0,211 ,591,21,2,4,--
Walko Qsr Company,4.0,128 ,474,7,2,3,3
Nehru Yuva Kendra Sangathan,4.4,164 ,173,8,--,18,8
SS Supply Chain Solutions,3.6,299 ,1.1k,14,14,60,--
Deqode,3.3,119 ,931,19,49,16,--
John Deere Financial,4.3,206 ,571,14,--,13,1
National Informatics Centre,3.9,739 ,4.1k,42,--,24,--
Globtier Infotech Limited,3.3,334 ,1.8k,20,8,18,--
Ruloans,3.7,243 ,1.1k,16,6,9,--
PGEIN,3.5,123 ,211,5,--,57,2
Gates Unitta India Company,3.9,123 ,644,10,--,14,--
Simplilearn,3.2,758 ,4.5k,114,84,50,8
SVN SYSTECH INDIA,3.4,166 ,770,11,4,2,--
GKB RX Lens,4.0,148 ,446,4,5,19,--
Supreme Petrochem,3.9,127 ,715,6,--,14,--
Tecumseh Products,3.4,189 ,830,10,--,8,--
Kshema General Insurance,3.7,151 ,523,15,16,--,--
Magicrete Building Solutions,3.8,205 ,814,23,4,13,--
Swelect Energy Systems,3.9,176 ,499,14,1,8,--
Citrix,3.2,295 ,2.4k,54,--,34,11
Parekh Group,3.7,112 ,603,6,4,6,--
Robinhood Insurance Broker Limited,3.7,125 ,502,5,17,17,--
Sindhuja Microcredit,3.7,144 ,401,8,10,3,2
JK Agri Genetics,3.5,180 ,417,7,--,17,--
Detroit Engineered Products,3.1,117 ,884,13,19,11,1
Solaris Chemtech,4.6,150 ,595,11,--,26,--
ZunRoof Tech,3.8,200 ,454,40,26,34,--
ITCube Solutions,3.0,203 ,987,16,2,22,--
Elysium Pharmaceuticals,3.4,120 ,491,4,--,3,--
Roche Diagnostics,3.8,272 ,1.4k,32,--,24,--
Nineleaps Technology Solutions,4.1,204 ,1.3k,36,--,15,35
Great Learning,3.5,499 ,3.7k,68,37,36,11
Sangam Dairy,4.1,124 ,421,10,3,3,--
Nagarjuna Fertilizers and Chemicals,4.0,434 ,1.2k,18,--,54,--
Delphi Automotive Systems,3.8,162 ,681,4,3,19,--
IndiaLends,3.3,150 ,847,15,--,11,--
Suzlon Gujarat Wind Park,4.6,122 ,330,9,--,25,--
Saint Gobain Sekurit India,3.7,242 ,888,15,--,35,--
Nisa Industrial Services,3.6,168 ,464,3,--,22,--
Avvashya Cci Logistics,3.6,126 ,504,8,--,19,--
MetroTelworks,3.7,277 ,826,16,--,35,--
Inube Software Solutions,3.3,153 ,1.2k,12,3,9,--
HMT Machine Tools,3.9,136 ,578,4,--,25,--
Cascade Revenue Management,3.3,131 ,495,5,1,4,--
ATS Services,3.8,119 ,435,11,5,11,--
JSW Group,3.8,944 ,4.1k,122,--,54,11
Royal HaskoningDHV,4.4,137 ,429,3,19,15,--
Vyom Labs,3.4,241 ,1.8k,29,--,18,21
Bharat Coking Coal,4.2,171 ,435,9,--,18,--
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,3.9,236 ,479,10,--,21,5
Aristo Pharmaceuticals,4.0,913 ,2.4k,51,9,63,--
Bristol Healthcare Services,3.2,128 ,416,36,3,18,--
Phoenix Mecano,3.9,108 ,663,3,--,7,--
Little Millennium,3.8,214 ,634,18,6,20,--
Ushodaya Enterprises,4.1,194 ,747,6,8,19,--
Ivy Mobility Solutions,2.6,242 ,1.8k,22,--,23,--
